index,id,menuCommandString,menu_en,menu_ja,extendscript,applescript,jxa,minVersion,maxVersion
117,menuCommandString_98,sendToBack,Object > Arrange > Send to Back,オブジェクト > 重ね順 > 最背面へ,app.executeMenuCommand('sendToBack');,"execute menu command menu command string ""sendToBack""",app.executeMenuCommand({menuCommandString: 'sendToBack'});,16,99
118,menuCommandString_99,Selection Hat 2,Object > Arrange > Send to Current Layer,オブジェクト > 重ね順 > 選択しているレイヤーに移動,app.executeMenuCommand('Selection Hat 2');,"execute menu command menu command string ""Selection Hat 2""",app.executeMenuCommand({menuCommandString: 'Selection Hat 2'});,16,99
119,menuCommandString_100,Horizontal Align Left,Object > Align > Horizontal Align Left,オブジェクト > 整列 > 水平方向左に整列,app.executeMenuCommand('Horizontal Align Left');,"execute menu command menu command string ""Horizontal Align Left""",app.executeMenuCommand({menuCommandString: 'Horizontal Align Left'});,24,99
120,menuCommandString_101,Horizontal Align Center,Object > Align > Horizontal Align Center,オブジェクト > 整列 > 水平方向中央に整列,app.executeMenuCommand('Horizontal Align Center');,"execute menu command menu command string ""Horizontal Align Center""",app.executeMenuCommand({menuCommandString: 'Horizontal Align Center'});,24,99
121,menuCommandString_102,Horizontal Align Right,Object > Align > Horizontal Align Right,オブジェクト > 整列 > 水平方向右に整列,app.executeMenuCommand('Horizontal Align Right');,"execute menu command menu command string ""Horizontal Align Right""",app.executeMenuCommand({menuCommandString: 'Horizontal Align Right'});,24,99
122,menuCommandString_103,Vertical Align Top,Object > Align > Vertical Align Top,オブジェクト > 整列 > 垂直方向上に整列,app.executeMenuCommand('Vertical Align Top');,"execute menu command menu command string ""Vertical Align Top""",app.executeMenuCommand({menuCommandString: 'Vertical Align Top'});,24,99
123,menuCommandString_104,Vertical Align Center,Object > Align > Vertical Align Center,オブジェクト > 整列 > 垂直方向中央に整列,app.executeMenuCommand('Vertical Align Center');,"execute menu command menu command string ""Vertical Align Center""",app.executeMenuCommand({menuCommandString: 'Vertical Align Center'});,24,99
124,menuCommandString_105,Vertical Align Bottom,Object > Align > Vertical Align Bottom,オブジェクト > 整列 > 垂直方向下に整列,app.executeMenuCommand('Vertical Align Bottom');,"execute menu command menu command string ""Vertical Align Bottom""",app.executeMenuCommand({menuCommandString: 'Vertical Align Bottom'});,24,99
125,menuCommandString_548,Vertical Distribute Top,Object > Distribute > Vertical Distribute Top,オブジェクト > 分布 > 垂直方向上に分布,app.executeMenuCommand('Vertical Distribute Top');,"execute menu command menu command string ""Vertical Distribute Top""",app.executeMenuCommand({menuCommandString: 'Vertical Distribute Top'});,27.0,99.0
126,menuCommandString_549,Vertical Distribute Center,Object > Distribute > Vertical Distribute Center,オブジェクト > 分布 > 垂直方向中央に分布,app.executeMenuCommand('Vertical Distribute Center');,"execute menu command menu command string ""Vertical Distribute Center""",app.executeMenuCommand({menuCommandString: 'Vertical Distribute Center'});,27.0,99.0
127,menuCommandString_550,Vertical Distribute Bottom,Object > Distribute > Vertical Distribute Bottom,オブジェクト > 分布 > 垂直方向下に分布,app.executeMenuCommand('Vertical Distribute Bottom');,"execute menu command menu command string ""Vertical Distribute Bottom""",app.executeMenuCommand({menuCommandString: 'Vertical Distribute Bottom'});,27.0,99.0
128,menuCommandString_551,Horizontal Distribute Left,Object > Distribute > Horizontal Distribute Left,オブジェクト > 分布 > 水平方向左に分布,app.executeMenuCommand('Horizontal Distribute Left');,"execute menu command menu command string ""Horizontal Distribute Left""",app.executeMenuCommand({menuCommandString: 'Horizontal Distribute Left'});,27.0,99.0
129,menuCommandString_552,Horizontal Distribute Center,Object > Distribute > Horizontal Distribute Center,オブジェクト > 分布 > 水平方向中央に分布,app.executeMenuCommand('Horizontal Distribute Center');,"execute menu command menu command string ""Horizontal Distribute Center""",app.executeMenuCommand({menuCommandString: 'Horizontal Distribute Center'});,27.0,99.0
130,menuCommandString_553,Horizontal Distribute Right,Object > Distribute > Horizontal Distribute Right,オブジェクト > 分布 > 水平方向右に分布,app.executeMenuCommand('Horizontal Distribute Right');,"execute menu command menu command string ""Horizontal Distribute Right""",app.executeMenuCommand({menuCommandString: 'Horizontal Distribute Right'});,27.0,99.0
131,menuCommandString_106,group,Object > Group,オブジェクト > グループ,app.executeMenuCommand('group');,"execute menu command menu command string ""group""",app.executeMenuCommand({menuCommandString: 'group'});,16,99
132,menuCommandString_107,ungroup,Object > Ungroup,オブジェクト > グループ解除,app.executeMenuCommand('ungroup');,"execute menu command menu command string ""ungroup""",app.executeMenuCommand({menuCommandString: 'ungroup'});,16,99
133,menuCommandString_583,ungroup all,Object > Ungroup All,オブジェクト > すべてグループ解除,app.executeMenuCommand('ungroup all');,"execute menu command menu command string ""ungroup all""",app.executeMenuCommand({menuCommandString: 'ungroup all'});,29.2,99.0
134,menuCommandString_108,lock,Object > Lock > Selection,オブジェクト > ロック > 選択,app.executeMenuCommand('lock');,"execute menu command menu command string ""lock""",app.executeMenuCommand({menuCommandString: 'lock'});,16,99
135,menuCommandString_109,Selection Hat 5,Object > Lock > All Artwork Above,オブジェクト > ロック > 前面のすべてのアートワーク,app.executeMenuCommand('Selection Hat 5');,"execute menu command menu command string ""Selection Hat 5""",app.executeMenuCommand({menuCommandString: 'Selection Hat 5'});,16,99
136,menuCommandString_110,Selection Hat 7,Object > Lock > Other Layers,オブジェクト > ロック > その他のレイヤー,app.executeMenuCommand('Selection Hat 7');,"execute menu command menu command string ""Selection Hat 7""",app.executeMenuCommand({menuCommandString: 'Selection Hat 7'});,16,99
137,menuCommandString_111,unlockAll,Object > Unlock All,オブジェクト > すべてをロック解除,app.executeMenuCommand('unlockAll');,"execute menu command menu command string ""unlockAll""",app.executeMenuCommand({menuCommandString: 'unlockAll'});,16,99
138,menuCommandString_112,hide,Object > Hide > Selection,オブジェクト > 隠す > 選択,app.executeMenuCommand('hide');,"execute menu command menu command string ""hide""",app.executeMenuCommand({menuCommandString: 'hide'});,16,99
139,menuCommandString_113,Selection Hat 4,Object > Hide > All Artwork Above,オブジェクト > 隠す > 前面のすべてのアートワーク,app.executeMenuCommand('Selection Hat 4');,"execute menu command menu command string ""Selection Hat 4""",app.executeMenuCommand({menuCommandString: 'Selection Hat 4'});,16,99
140,menuCommandString_114,Selection Hat 6,Object > Hide > Other Layers,オブジェクト > 隠す > その他のレイヤー,app.executeMenuCommand('Selection Hat 6');,"execute menu command menu command string ""Selection Hat 6""",app.executeMenuCommand({menuCommandString: 'Selection Hat 6'});,16,99
141,menuCommandString_115,showAll,Object > Show All,オブジェクト > すべてを表示,app.executeMenuCommand('showAll');,"execute menu command menu command string ""showAll""",app.executeMenuCommand({menuCommandString: 'showAll'});,16,99
142,menuCommandString_116,Expand3,Object > Expand…,オブジェクト > 分割・拡張...,app.executeMenuCommand('Expand3');,"execute menu command menu command string ""Expand3""",app.executeMenuCommand({menuCommandString: 'Expand3'});,16,99
143,menuCommandString_117,expandStyle,Object > Expand Appearance,オブジェクト > アピアランスを分割,app.executeMenuCommand('expandStyle');,"execute menu command menu command string ""expandStyle""",app.executeMenuCommand({menuCommandString: 'expandStyle'});,16,99
144,menuCommandString_118,Crop Image,Object > Crop Image,オブジェクト > 画像の切り抜き,app.executeMenuCommand('Crop Image');,"execute menu command menu command string ""Crop Image""",app.executeMenuCommand({menuCommandString: 'Crop Image'});,23,99
145,menuCommandString_119,Rasterize 8 menu item,Object > Rasterize…,オブジェクト > ラスタライズ...,app.executeMenuCommand('Rasterize 8 menu item');,"execute menu command menu command string ""Rasterize 8 menu item""",app.executeMenuCommand({menuCommandString: 'Rasterize 8 menu item'});,16,99
146,menuCommandString_120,make mesh,Object > Create Gradient Mesh…,オブジェクト > グラデーションメッシュを作成...,app.executeMenuCommand('make mesh');,"execute menu command menu command string ""make mesh""",app.executeMenuCommand({menuCommandString: 'make mesh'});,16,99
147,menuCommandString_121,AI Object Mosaic Plug-in4,Object > Create Object Mosaic…,オブジェクト > モザイクオブジェクトを作成...,app.executeMenuCommand('AI Object Mosaic Plug-in4');,"execute menu command menu command string ""AI Object Mosaic Plug-in4""",app.executeMenuCommand({menuCommandString: 'AI Object Mosaic Plug-in4'});,16,99
148,menuCommandString_134,TrimMark v25,Object > Create Trim Marks,オブジェクト > トリムマークを作成,app.executeMenuCommand('TrimMark v25');,"execute menu command menu command string ""TrimMark v25""",app.executeMenuCommand({menuCommandString: 'TrimMark v25'});,16,99
149,menuCommandString_122,Flatten Transparency,Object > Flatten Transparency…,オブジェクト > 透明部分を分割・統合...,app.executeMenuCommand('Flatten Transparency');,"execute menu command menu command string ""Flatten Transparency""",app.executeMenuCommand({menuCommandString: 'Flatten Transparency'});,16,99
150,menuCommandString_123,Make Pixel Perfect,Object > Make Pixel Perfect,オブジェクト > ピクセルグリッドに最適化,app.executeMenuCommand('Make Pixel Perfect');,"execute menu command menu command string ""Make Pixel Perfect""",app.executeMenuCommand({menuCommandString: 'Make Pixel Perfect'});,16,99
151,menuCommandString_605,GenAIConsolidatedGenerateVectors,Object > Generative > Generate Vectors...,オブジェクト > 生成 > ベクターを生成...,app.executeMenuCommand('GenAIConsolidatedGenerateVectors');,"execute menu command menu command string ""GenAIConsolidatedGenerateVectors""",app.executeMenuCommand({menuCommandString: 'GenAIConsolidatedGenerateVectors'});,30.0,99.0
152,menuCommandString_606,GenAIConsolidatedShapeFill,Object > Generative > Gen Shape Fill...,オブジェクト > 生成 > 生成塗りつぶし (シェイプ)...,app.executeMenuCommand('GenAIConsolidatedShapeFill');,"execute menu command menu command string ""GenAIConsolidatedShapeFill""",app.executeMenuCommand({menuCommandString: 'GenAIConsolidatedShapeFill'});,30.0,99.0
153,menuCommandString_680,GenAIConsolidatedTurntable,Object > Generative > Turntable,オブジェクト > 生成 > ターンテーブル,app.executeMenuCommand('GenAIConsolidatedTurntable');,"execute menu command menu command string ""GenAIConsolidatedTurntable""",app.executeMenuCommand({menuCommandString: 'GenAIConsolidatedTurntable'});,30.3,99.0
154,menuCommandString_607,Gen Expand Object Make,Object > Generative > Generative Expand > Make,オブジェクト > 生成 > 生成拡張 > 作成,app.executeMenuCommand('Gen Expand Object Make');,"execute menu command menu command string ""Gen Expand Object Make""",app.executeMenuCommand({menuCommandString: 'Gen Expand Object Make'});,30.0,99.0
155,menuCommandString_608,Gen Expand Object Combine,Object > Generative > Generative Expand > Combine,オブジェクト > 生成 > 生成拡張 > ��合,app.executeMenuCommand('Gen Expand Object Combine');,"execute menu command menu command string ""Gen Expand Object Combine""",app.executeMenuCommand({menuCommandString: 'Gen Expand Object Combine'});,30.0,99.0
156,menuCommandString_609,GenAIConsolidatedBleed,Object > Generative > Print Bleed,オブジェクト > 生成 > 裁ち落としを印刷,app.executeMenuCommand('GenAIConsolidatedBleed');,"execute menu command menu command string ""GenAIConsolidatedBleed""",app.executeMenuCommand({menuCommandString: 'GenAIConsolidatedBleed'});,30.0,99.0
